content,score
kalo mau bikin game yang bener bang jangan kasih dark sistemnya kelewatan mentang mentang kami ngga sering top up makanya dikasih dark sistem terus.proplayermah enak dikasih lawan enteng rekan pro ngga kayak kami orang biasa dikasih tim kayak anak TK main👎,2
"semakin menurun sudah peminat ini game karena banyak merugikan para pengguna aplikasi,mulai lag,pemain yang berusia masih 8tahun sudh main yang membuat yang sudah pro akhirnya jadi korban anak""yang tidak main,jadi yang mau downlood ini aplikasi mending berpikir 1000x,bikin habis koutamu aj dan tidak ada manfaatnya ini game,kmu rugi waktu,kesehatan dan keuangan,jgn mau bodohin sama aplikasi mobile lagend,kmu main smpai 1tahun saya jamin tidak ada yg bisa dibgi kmu pihak moonton",1
masih banyak hal aneh dlm pemilihan team mate di dlm pertandingan ranked.. terlebih saat kritis mau naik ke mitical imo..,3
Game yg bagus cuman tolong Monton kasih musuh nya yg skil nya sama bukan ngasih drak sistem terus ngasih musuhnya malah yg susah,5
gamenya bagus cuma pass aku mau login ke akun baru bikin seminggu yang lalu tiba tiba nggak bisa dilogin,5
"game ini seru banyak pilihan hero dan skin bagus 😎👍, tapi sinyal nya agak lag, karna gamenya seru jadi aku kasi bintang⭐⭐⭐⭐⭐ 5",5
"game taik ga jelas udah star 5 malah dikasi lose trs sampe abis bntang,udah sangat kecewa nyesel we main dari 2020 dapat tim yg ga imbang un instal game main moba yg buatan indo",1
"sebenarnya ni geme bagus cuma karna lawan nya ke Abang Abang an imo jadi bikin males padahal gua masih legend tapi malah dikasih lawan Abang Abang an imo, intinya ni geme kontolll, woy katanya mau rilisin ml lite kok belum rilis sih anjj gua dah muak karna pas saat war malah ngeframe ngecrash suka lag.🙄",2
"update yang sekarang gak enak, bug analog error masih ada, lengket, gak gerak, delay, itu masalah besar",2
"Game rusak , game kok ikut campur tangan Developer game lawak , pensi aku main gak bakalan come back lagi .",1
mobile legends padahal gane yg clseru sekin banyak hero banyak pas main seru tapi sayang nya sering ketemu tim dark sistem.,4
"Dear moonton, terjadi gangguan saat bermain seperti gangguan sinyal yang tidak stabil Tampa sebab. semoga cepat diselesaikan",1
semakin lama gamenya jadi burik sering bug.game cap t*1.update sudah makan memory gede tapi kualitas malah kayak game Ta**.auto unistall,1
"game nya error jadi bikin stress ke player nya, tolong kita sebagai player main game buat ngilangin stres, ini bukan ngilangin stres malah nambah stress, tolong di perhatikan lagi game nya",1
"Ini kenapa sih moonton kok sinyal ku bagus, tapi di loby masih muter² sinyal gak bagus? tolong penjelasan nya moonton!",3
"WOY Balikin lagi kesemula, gw user gold lane susah kalo pilih dua gold atau mid... Tol...l jadi males main ML. Makin kesini banyak aturan ga jelaas kaya di konoha...",1
"Entah kenapa semenjak update jadi lag banget, padahal storage hp masih ada space, jaringan selalu bagus",2
ini game masih ada bug server gua main ngleg gua riset wifi gak ngaruh pas gua buka game lain sama apk lain aman gak ngelag lancar tolong muntun di perbaiki,3
"bagus dan mudah banget untuk capai renk selanjutnya,mudahan aku dapat skin gratis dikasi monton dan aku bisa capai renk metik imortal",5
game bagus tapi player nya aneh terus kalo main rank milih lane nya milih tapi yg dapet cuman roam terus terus banyak yg ngetroll sama jaringan ngelag,3
"NGOTAK LAH NGASIH TIM NYA COK COK, dapetnya dark sistem semua..jadi tolong deh..., kalo mau sesuain match tim yang sesuai gt, jangan masukin dark sistem ke match saya gt",1
stak di epik kara lawan nya kadang tidak sesuai sangan sulit naikin level penambah setres bikin emosi menguji mental tiba2 menghubungkan jaringan dll iman di uji di games ini harus kuat mental tentunya,5
Seru meski sering lose streak tapi itu tergantung kemampuan kita oke lah mantap tapi tetep kalo sistem hitam pasti ada,5
game nya sangat seru banyak tim yg ngaco bikin nambah tantangan jadi tambah seruu bgt. ditingkatkan lagi dark sistem nya ya montoon.,5
game nya bagus sih.tapi... adain event bagi-bagi skin gratis lagi skin epic pun gpp yang penting skin epic kalo bisa misi aja. kalo beneran dikabulin saya kasih bintang lima.,3
apalah mobile legend nih kok tiba2 nyangkut2 jaringan nya padahal pake wifi yang jaringan nya udah bagus tpi kok tiba2 menghubungkan ulang?,1
Makin lama sinyal maupun pake data maupun wifi yg bagus sekalipun msh aja nge like parah..,2
"bug mulu ih ga suka perbaiki lagi dong masih sering lag, sinyal bagus pingnya malah merah",2
"bagus.. tapi seperti biasa.. dark sistem, ngelag tanpa alasan.. dll itu masih ada di game ini.. MLS saya feedbacknya tapi GK ada perubahan 😁🙏",5
Sya suka dengan game ini tapi memakan banyak ram saya sya mohon biyar gx banyak makan ram jaringan busuk terus klok gak bisa benerin jaringan jangan kebanyaan aptet doang,1
bug parah masa tiap hari main ngelag terus ping kuning terus belum war biasa pas war ngelag grafik padahal rendah semua jaringan lumayan,1
"ini game GK ada bagus nyaa,kalau lu main game ini lu bakar punya darah tinggi yang para,lebih dari itu developer nya nya GK mau player nya Manang,soal nya gw main 5 hari an,bintang gw GK nambah nambah,malah mangkin turun,awal bintak gw 47 ehh turun ke 15,pokok nya ini game ke t4ik",1
capek gw dari kemarin kagak ada satupun yg menang kalah semua malas gw ngebuang waktu doang dapat tim lol semua kagak ada yg mau ngepush jadi roamer memang susah.bisa ngak sih nyampe mitick walaupun cuman bintang 1 dari dulu ampe sekarang main nih game kagak pernah nyentuh mitick selalu tiap season legend aj stack di situ mau mabar kagak ad partyan ngesolo defeat terus,5
"kadang sistem report seperti tidak berguna, sudah jelas ada rekan tim ku yang troll karena tidak dapat role yang di mau, saat di report sama sekali tidak di tanggapi.",1
"game rusak, matchmaking dapet tim Ampas semua. saya sampe losetreak ber kali-kali. dapet musuh ngerti main tapi tim saya malah ngetrol. tolong benarkan matchmaking nya moonton, masa Saya Ex Immortal dapet tim Ampas gak ngerti main. minimal sistem report player yang benar kaya Game HOK dong, ada yang feeder langsung - 6/8 kredit skor. ini mah udh dapet coklat, gw report gak ngurang kredit skor player nya. cape saya Main dapet MVP lose terus.",1
"lagi enak main padahal sinyal bagus, tiba² ping merah, perbaiki lagi sistem nya, bikin ga mood main",1
"bagus sih bagus tapi mulai sekarang aku aku pensi gak seru main ML gara gara dapat tim trol sama di permain kan sumpah rasanya mau di pukulin masa baru main udah kalah terus menang,kalah,menang kalah,mulu kos nya bisa jadi aku di permainin maaf ya monton mulai sekarang aku sama teman aku mau pensi aja",1
"ini lu gimana sih moonton, gua mau ngajukan keluhan saja di customer service sangat lah susah banyak banget halangan. padahal gua sangat lah perlu bantuan customer service. akun ML gua di hack, gua udah banyak top up sampai kolektor Sultan dan tiba-tiba akun ML gua di hack ini gimana moonton gua udah ke customer service tapi gak bisa berbuat apa-apa. selalu di susahin. jadi ini gimana moonton gua udah support game ini terus dengan membeli skin yang ada, dan tidak menggunakan skrip malah gini",1
"game nya sangat bagus dan agak stress karena dan agak pusing tapi menyenangkan, saya kasih bintang 5 karena game ini membuat saya menghilangkan rasa gabut/gamon/Galau",5
game ini sungguh sangat menarik.tapi tolong hilangkan bugyang sering saya dapatkan.seperti bug hilang tulisan.terima kasih✋🥶🤚,5
"game nya bagus sih,cuman kesel aja sering di kasih team aneh,suka feed,trol lah apalah,tolong ya,kasih team yang bagus",4
Game ini sangat bagus walaupun ada Darksistem yang penting skin nya banyak yg gratis ayo buruan kerjain misi biar dapat skin gratis banyak skin gratis di event ini,5
kasih tim musuh tidak adil sekali tim sendiri kayak bot tolong di perbaiki sistem match nya saya masih ingin bermain game ini😭,1
"game nya seru bngt sama akhir"" ini juga event lumayan bnyk, klo saran dari aku sih tolong perbanyak Hero, sama item nya, udh segini aja dari aku",5
"Game nya bagus, grafik nya juga lumayan enteng di hpku, game ini mulai aku kelas 5 SD sampai sekarang nggak pernah bosan.👍👍",5
"apaan sih sementara main malah tiba tiba server bermasalah gak bisa lanjut main, tolong dong perbaiki lagi server nya",2
saya kasih bintang 2 karena jaringan saya selalu ping tidak stabil yang menyebabkan performa bermain di dalam game tidak berjalan dengan lancar,2
game nya seru cuma terkadang gk adil dapet tim nya selalu d bawah saya renk nya giliran musuh malah dapet yg mithyk kan curang,5
"bagus bgt game ny cma ada beberapa bug gtu,pas beli diamond ktnya jaringan tidak stabil pdhl jaringan wifi bgus aja hrp di bagusin yaa",5
Setelah update game ini sungguh kehilangan banyak penggemarnya. mengambil keputusan karna kemauan developer bukan dari masukan pelanggan/pengguna. #uninstallml,2
"ngasih tim gak imbang kaya bukan org yg main baru lawannya seimbang sekali, apalh 4 kali main mvp sendiri yg lain coklat ama silver, kalau masih mau rame jangan gitulah sistem timnya gak guna cape tauuuu, bye gue mau unistal pindah hok aja , disana player lebih dihargai",1
"bagus plis kak, aku suka bgt tapi kurang suka karena kalau lag tiba tiba bisa lngsung koit sendiri kak, mohon perbaikannya ya☺",5
saya menyukai game ini grafik bagus tetapi tim nya ada yang trol ataupun tidak bisa bermain tetapi saya tetap menyukai game ini terimakasih moonton telah menciptakan game ini,5
gua pas lagi war tdi kena bug jaringan ngelag parah padahal di tiktok bagus di ff bagus kok di mlb ngeleg parah.semoga di perbaiki gamenya bagus kok,4
"game jelek kaga jelas,kebanyakan player yang gak bisa main tolong di pertimbangkan masa ya Mabar sama Romawi bisa²nya nabrak imortal lawannya udah kalah 7x tolong di benerin",1
"saya suka dengan game ini , TPI tolong perbaiki bug saat menyerang contoh nya saat saya menyerang musuhh tiba tiba malah nyerang monster apa kali",4
malah parah monton game nya rusak ini MH udah lah gua pensi ajah jngn main ml lagi udah rusak game nya ngalag Mulu padahal udah pakai wifi tetep ajah lag hp nya udah baguss malah lagg udah muak gua,1
"gua kasih bintang satu karena waktu gua main game ini tiba tiba asal pick padahal jaringan ku lagi bagus bgt, sama satu kata untuk ml:Pls Ringankan Game Ini Aku Sudah Muak Bah Kan Hp Sekelas Poco x7pro Ku Lag bgt sampai ga bisa main, makin lama makin Muak mau main ml lagi walau pun sistem pick nya udah biasa tapi tetap aja banyak yg troll mulu hanabi roam lah belerick jungler lahug penting banyak yg troll,dan kata²buat player ml:pls JGN TROLL MULU GUA UDAH CAPEK KE IMMO TURUN LAGI KE HONOR.Muak",1
game ya bagus apalagi pas koleb sama Naruto beh Bagus banget tapi banyak dark sistem tapi ga papa kalo bisa monton koleb sama UITRAMAN monton 😄😄😄,4
"game bagus dan keren tapi saya selalu kalah saat bermain,mohon untuk pihak monton kenapa saya selalu di kasih tim yg tolol dan gak bisa main.",3
"udah 3 hari mian selalu d kasih tim ngk niat main, troll, ngk ada yg mau tank, rebutan jungler ma mm, udan males main sekarang , terlalu banyak drack sistem",1
"game nya bagus,walaupun Saya lose treak 21 kali di mytic Saya tetap,suka dengan game tercinta ini walaupun saya cuma menang 21, begadang dari jam 8 pagi ke jam 8 pagi lagi 🥰🥰🥰",4
"Matchmaking tidak seimbang, tidak adil. Semakin jarang main semakin bisa menang. Pembagian server juga tidak adil",4
game ini sangat jelek tidak di sarankan untuk di download musuh nya dengan team kita tidak setara saya minta di seimbang kan musuh nya !!!!,1
recomend game moba di mobile sih ini tapi tolong lah dm nya mahall tapi is okay ada wdp dan gw sedih karena dm nya mahal bett maaff ya moonton itu game banyak bug tapi gw masih main dan akun lama ku hilang maaf,5
"the best, akhir akhir ini bagus sih perkembangannya 🤩 and, lebih seimbang juga matchnya 👍👍 smoga kedepannya makin bagus lagi ya moonton! ☺️",5
"pemainnya dark sistem semua, gak ada yang tahu item, nggak ada yang rotasi, nggak ada yang nunjukin arah, TAPI JUSTRU ITU LETAK ASIKNYA👊",5
"selalu di kasi tim user mage, bayangin ke 4 tim user mage yg gk bsa jungel, sistemnya dh brubah tpi ttp aja klw main solo dptnya kek gtu",1
gak lucu monton skarang bnyk leg nya ketika mau end tiba tiba gk bisa gerak tau tau mati dan comback .. saya sangat kecewa setelah updat kemaren,2
Pembagian timnya gak ada adil adilnya.. Hukuman utk yg performa buruk tolong d tingkatkan.... lama lama cape main game ini.....sekali dpt tim..yg bronze,1
"oke...saya kasih bintang 4 untuk sementara,karena sudah lumayan lah yah jg udah dikasih skin"" gratis dari montoon+ event nya juga udh ditambah...yah walaupun role yang dibuat montoon jg agak ga guna sieh:v",4
"Gamenya bagus banget,harapanku,dibulan ini adalah mendapatkan skin starlight september hanabi,tapi gak punya uang untuk membership",5
Tolong musuh itu jangan yang bot tetapi harus sama dengan kebisan tim dan rengk tu jangan di per sulit banget....,3
"pengalaman match berjalan tidak adil dan masa menang sekali kalah berkali kali game pembuat player skil menurun, sekali aja ya moonton rank glory jangan kasih imo tapi kasih lose aja sampai elite bisa kalau bisa game hebat",1
game ini sangat bagus sekali semua Hero nya bagus bagus lagi saya suka bermain setiap hari setiap saya bermain pasti tidak ada kendala apa apa pokoknya bagus lah,5
kalo bisa ada Hero baru lagi biar seru sama grafiknya juga di bagusin lagi aku suka banget sama game ini soalnya rame,5
"game apa ini bisa"" nya honor 48 ketemu legend5 ama mythic grending tolong perbaiki lagi dong montonn kapan ini saya bisa glory kalo ketemu tim kaya gitu bukanya ngeringanin beban malah nambah beban moonton moonton",1
iya bagus banget tapi sayang sekali hp kentang ram 2 selalu patah patah tolong lah monton perkecil lagi mb nya ya kalo bisa,5
"tolong lh jngn kuat² mkan sinyal ny. udah mkan data makan sinyal kuat ,tolong lah perbaiki game ini !!!!!!",2
"Matchmaking making kacau. Kalau kita user jungler atau gold, bakal di temuin jg dengan user yg sama. Masih lebih baik HOK. CS tidak berguna, laporin player jg ngga ngaruh. Selamat tinggal ML",1
"Hmm ini kok aku main advance server , pas main mode cepat pas lagi loading screen tiba tiba langsung relog lagi tolong ya moonton benerin",4
menyenangkan hanya lag nya sering banget jadi sering kehilangan kredit skor klo mampu diperbaiki lagi biar lag nya ilang coal jaringan nya mau pake kartu maupun wifi lag nya sllu ganggu,5
pokoknyaa game nya seru banget dan is the best lah pokoknya. tapi minus nya satu yaa berilah kami musuh yang sepadan lah montoon,5
gamenya sangat recomend bagi pemula dan gamenya sangat gampang di didalam gamenya ada banyak binatang dan banyak org mendoakan ketika ada yang jago banget.,5
game nya bagus tapi banyak player yang toxic dan PP akunnya gak pantas untuk dilihat oleh anak anak tolong montoon benerin semua player yang gak bener maaf kalo saya salah kata 🙏.,5
"matching rusak, bisa"" nya glory di satuin sama honor & baru naik mitik,, sedangkan musuh glory semuanya,, aneh banget matching nya",1
permainan yang buruk. dikasih temen jelek dan banyak bug nya dan sinyal sangat ngeleg tapi di sinyal data bagus,1
Kalo ngasih parter di rank ga pernah bener. Dikasih yang bot. Tolong algoritmanya di perbaiki. musuh sering cheat. saatnya pindah ke AOV sih,1
kenapa ya padahal device ku nubia neo 3 5g ko frame rate nya super tidak ada ultra padahal udah cukup performa nya dan support 120hz,2
game bagus dan sangat seru tetapi terkadang membuat emosi karena kalah terus dan karena mendapatkan tim yang tidak bisa bermain,4
game ga ada bagus'nya membuat ngelek' buat hp cepet panas dan ga bisa pakek wifi pakek wifi malahan ga bisa gerak mohon diperbaiki,5
Kenapa Moonton selalu mengasih Tim yang tidak bisa main kecuali tim musuh bisa main tolong Kalau mengasih Tim yang bisa main atau saya akan akan pindah game ke honor of Kings,1
"sangat membuat adrenalin naik turun,sangat seru dan selalu menarik karena banyak nya event-event keren dan bagus,good luck buat produser game nya(moonton)",5
keren banget moonton aku sekarang udah legend 1 bintang 0 tapi tolong moonton jangan kasih dark sistem dong saya kesusahan menaikan rank saya. saya bentar lagi mythic penempatan. tolong kasih musuh yang lumayan lah buat di Erly sampai late game. terus kasih tim yang pro player di tim sendiri jangan yang ngetroll aku dah gila ketemu musuh gitu😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,5
"game ini sangat menghibur bagiku ..tapi banyak orang yang ingin skin bagus tapi , gak mampu nembeli skin tersebut .. moonton tolonglah kasih skin gratis yang banyak",5
game ini sangat menyenangkan kan grafik nya bagus gak kaya game sebelah 8bit hanya saja sangat susah bagiku yg pemula,4
"bagus banget dah, tapi diperbaiki lagi ya kalo di tier epic yang hanya bisa main satu Hero aja jangan boleh main , baru aja aku legend, pokoknya the best",5
"game bagus seru, tapi terkadang masih ada hal yg gak enaknya masih banyak player yg kata kata nya kasar terkadang rasis dsb",4
"tolong lah montoon tanggapi masalah keluhan sistem matchmaking para plyer anda! kalo sudah mulai lose streak game selanjutnya selalu di pertemukan team yang lebih parah, malah terkesan ngetrol. sedangkan lawan team mereka sangat kompak. di mana fair play nya??? di tambah lg sekarang sering di pertemukan duo vs trio",1
Makin kesini moonton sinyal ga bermutu. Parah sii game gini. Udh gtu file makin lama makin gede aja kerennn min,5
Tolong di perbaiki masalah jaringannya sinyal suka ngilang sendiri trus ngeleg parah padahal pink bagus.,1
"game 5v5 matchmaking kebanyakan ketemu bot, rame dikit server error... ini game emang buat pelampiasan emosi doang apa gimana? dan ya... masih busuk perkara jaringan",2
"kebanyakan di perbarui jadi banyak bug, mau main mancet GK bisa di pencet apa"". jadi GK bisa main sama sekali. tolong di perbaiki lagi",1
kebanyakan orang akan merasa bahwa ada player jago di tim itu enak tapi lebih enak ada player troll di tim mengambil buff mati 100 kali tapi disitulah letak asik nya,5
sistem draft pick masih harus di benerin lagi beberapa masih pakai Hero di luar role nya masih kebanyakan saber roam dan lain-lain,4
"game nya bagus, tapi selalu ada masalah dengan jaringannya, padahal jaringan rumah saya baik-baik saja, tolong yah di perbaiki",5
"mobile legend bukan lagi ajang permainan,tapi titik sumber penyakit mental.bagaimana tidak setiap mact selalu dapat lawan yg demage nya upnormal.setiap main selalu kalah.jika yg bermain tidak kuat mental sudah di pastikan akan stres / gila.memang karyawan moonton gak becus kerja.cuma makan gaji buta",1
selamat buat monton atas update mu yang bikin pertandingan makin aneh gak seimbang dan update mu juga yang bikin penggemar mu bakalan uninstall/hapus aplikasi mobile legends. selamat atas keberhasilan mu bikin penggemar game mu semuanya kecewa...,1
moonton babi padahal draft ku lebih banyak ke gold tapi selalu dapet ny exp mulu malah ga pande exp lagi untuk kalian yang mau main game ini mending gausah ga rekomendasi banget tksh,1
game nya sangat jelek kartu perlindungan rank tidak berfungsi lagi padahal saya punya 21 tapi setiap kalah bukan nya ada point perlindungan eh malah turun bintang gem jelek gem buruk banyak dark sistem,4
monton monton apalah tim ku draksyistem bagian musuk ga ngotak semua lama lama lama gem ml gua hpus kesel sama tim dan musuh beda banget kasilah winstrek minimal 15 lah jangan kalah terus kalah terus,1
"gamenya bagus tapi tolong ada fitur kalau kita nge gendong tim walaupun kalah tapi masih dapat bintang,untuk yang dapat mvp,emas dapat bintang,sedangan silver coklat dikurangin ya moonton",5
ini knp tolong stuck di logo gak mau masuk game padahal udh di hapus data nya terus download lagi tetep sama gak bisa masuk,3
"Moonton plislah lu kasih musuh yang mudah kek masa iya history gw defeat semua mending pindah ke hok dan satu lagi,kalau ada hero yang udah kebeli tolong bisa di jual lagi.jadi dapet duit yang nominalnya sama buat beli hero lain",1
game nya sangat bagus dan bisa sekali untuk menghibur di waktu luang silahkan coba dowload dan mainkan game ini pokoknya seru banget deh,5
"game gak jelas jaringan lancar aja tapi masih ngebag jaringannya jadi merah padahal baru beli kuota, banyak Player nya yang suka ngetroll gak jelas",1
"game terparah yang saya mainkan, kalah bukan cuma sekali tapi sampai 37 kali. tolong lebih diperbaiki game ini agar mendapatkan tim yang seimbang",1
"pokonya game nya sangat seru, tp terkadang saat bermain sering terjadi lag walau paket data atau Wifinha lancar",5
"Tolong diperbaiki sinyalnya. Wifi rumah full, kenapa di ping mobile legends masih merah, terkadang kuning😭",5
aku lagi main dan tiba tiba ping jadi 999+ padahal jaringan bagus 1mb/d dan menghubungkan ulang gak bisa alhasih jadi kalah kecewa sih,1
"Sangat bagus karena terus improve dan selalu ada hal-hal baru walaupun sebenarnya ada di game lain si,tapi sangat bagus karena selalu ada hal hal baru👍",5
"bagus banget,animasinya juga bagus,terus setiap tahun juga ada event dapet skin gratis pokoknya the best dehh",5
"makin kesini, ini game MOBA bikin kesel aja dahh banyak kendalanya. jaringan bagus semuanya bagus tapi masih patah² heran.",1
game nya udah bagus tapi tolong pas ngasih tim tim nya yang setara ama musuh nya ini mah gua kalah mulu gara gara tim nya ga bisa main,1
Gamenya bagus hanya susah dimainin dan betel poinnya susah buat di kumpulin dan suplai premium jarang muncul di season,5
"capek solo main dapat tim myanmar, ngk bisa menang, solo susah kali dapat godline, lama lama dihapus ini game, uda susah untuk dimainkan",1
"Tolong di perbaiki untuk sinyal, di awal permainan sinyal baik baik aja tapi. udah mau akhir kenapa selalu langsung jelek / lage. tolong lebih di perhatikan 😌😏😔",5
jaringan bagus tapi dalam game lag parah dan saat war push rank lag super parah. not recommended game.,1
ini game bagus ya walaupun gua kadang stres gara gara tim gua gak bisa main sedang musuh timnya jago tolong diperbaiki,4
game nya bagus tapi monton bisa kan hero yg bukan bermain di lane nya jangan di kasi kaya tadi gua ketemu hanbi mid coba lahh kalo yg kaya gitu tulis hanabi tda bisa main di lane ini kasi dia lanjutan di good lane,5
"tanggal 29 Agustus 2025, di gem ini sy tidak bisa masuk lobi, di karenakan dari aplikasinya mengatakan bahwa koneksi internet sy tidak masuk, padahal jaringan sy bagus",3
"matchmaking terlalu lama dan membuang waktu saya, segera perbaiki dan setidak nya dipercepat matchmaking nya.",4
"saya sangat suka mobile legends tapi ada satu masalah, masalah nya aku main kalah menang kalah menang mulu lawan nya pada berat semua",4
"Montoon ilangin fitur gajelas tu, bukannya jadi lebih baik malah memperparah game kalau setiap main pasti jumpa tim gk jelas terutama dark sistem, rusak fitur yg kau buat",1
bagus jga si minusnya ngabisin banyak penyimpanan woyyy bisa 10-15 gb sendirii jadi buat yg hp kentang skip aj yaaa klo gk mau hp ny lagg,5
"dikasih tim jelek nggk seimbang, asal main kalah terus ,dikasih tim yang bot nggk pande main sedangkan lawannya jago jago, tolong ya admind monton taik kasih tim yang jelas seimbang dengan lawannya, player player mu pada gondok losttrek mulu",1
gamenya bagus grafik juga bagus tapi masalah hanya satu semakin lama mlbb semakin berat tapi buat rating saya kasih bintang lima trimakasih 🙏,5
Masalah jaringan saja sih yg sering lag dan JD beban tim.. padahal di game lain lancar sja..,4
"rating minus banyak, game rusak, moonton cuman mentingin penjualan skin dll doang, ga banyak berkata-kata, intinya ini game rusak, cuman buat player nya rugi sama kesel doang.",1
"Game bagus, Tidak 8 bit, namun rada susah naikin nya, kadang kadang nemu drak sistem, dikasi kalah mlu, bintang 3 aja lh",3
sinyal makin lama makin parahh.. tiap main sinyal merah terus .. bukannya diperbaharui tambah bagus ini tambah parah busuknya,3
cukup kasih seimbang aja tim kita dan tim musuh kadang tim musuh jauh unggul dan tim kita busuk maksudnya apa itu tolong perbaiki terimakasih(^_°),5
"saran gw biar gamenya ga bosenin maka tambahin lebih banyak Hero dan revamp Hero, biar ga bosen sama gameplay yang sama terus menerus :)",5
setiap selesai kemenangan pertama selalu aja untuk permainan ke duanya di kasih kalah Mulu...buat pencari musuh untuk sistem mohon di bantu,3
udh main lama banget dari 2018 gwe nggk tau ya kenapa dpt tim nggk seimbang Mulu kayak dari role yang selalu nabrak teruss dpt tim maksa egois di bagian gold line atau nggk roam / exp please lah rubah caramatch nya gwe awalnya udh enak di glory malah dpt tim cukyy,2
"Keluhan saya sama dengan player lain. Matchmaking yang tidak adil, bug, dan masalah lainnya.",1
gems yah bagus menghibur tapi bikin stres KLO KLH terus apalagi jelek jaringan apalagi KLO tiba² reset data buat akun baru pindah ke akun lama data2nya didownload ulang kyk udah gems genshin impact aja,4
"game nyaa baguss banget moonton tapi tolong perbaiki lagi jaringan nya, punyaku jaringannya bagus tapi di game tetep merah",4
Ini adalah game terbaik 1.Sabar 2.Keren 3.buffnya bagus 4.bisa main sama teman 5.Bisa buat hapus dosa game 6.Tuhan masa esa 7.Hero² Moba cantik banget 8.Game playnya enak 9.Moba moonton baik 10. Yang penting bersyukur aja 🙏🗿,5
Ini kenapa ya kalau saya sedang main tiba tiba ngelag gitu.Padahal wi-finya bagus.Tolong diperbaiki ya,4
game ini dulu ga berat sekarang berat dan pasti karakter yang saya gunakan gerak sendiri ga bagus mending game sebelah,1
nyesel aku main game ini aku dapat tim bot terus kapan aku bisa dapat tim bagus sama satu lagi pemilahan role di hapus aja masak harus milih 2 role padahal cuma bisa satu role 1/10,1
assalamualaikum singkat saja saya mau ngomong keluarin skin terus tapi sinyal gak ke urus alhasil yg bot itu sebenernya monton bukan player makasih dah mohon maaf,1
"perbaiki masalah servernya lah montoon, akhir"" ini jaringan in game sering jumping jumping gak jelas padahal ping bagus bagus aja",3
Untuk monton...tolong banyak kan lagi dark sistem nya...rasanya enak banget kalah karna kekalahanku membuat ku bahagia ....wahh aku suka banget dark sistem nya...😊,4
"game seru, minusnya cuma suka nge-bug, banyak skin, Hero, dan event nya menarik juga.",5
"Matchmakingnya makin ke sini makin ga ngotak. Duo vs trio, dark system, dan banyak orang gabisa maen",1
"di hpku satunya lag bgt, pernah gabisa login error. naikmya susah bgt, turun bintamgnya ga ngotak, dikasih tim publik gila",4
selalu dapat tim dark sistem main rank 6 jam naik turun gitu terus gak nambah star rank. tolong diperbaiki lagi game nya moonton.,2
"pengalaman gw sejauh ini bagus tapi kalau boleh , gw mau ngasih saran buat moonton, untuk nge resale skin squad sparkle di event bulan depan, udah gitu aja tolong di pertimbangkan, terima 👍 kasih",5
bagus banget game nya bisa dapet skin gratis tapi ada yang berbayar juga tapi tetap bagus seru banget gamenya,4
GAME nya bagus juga gua aja tadi main di jam 11 Ampe jam 2 Lo tapi menang tapi ada yang kalah si tapi game ini bagus banget terimakasih saya beri salam ke Moonton terimakasih membuat game ini ya Moonton 🤫🤫🤫,5
min tolong dark sistem ilangi gw dah gendong gendong tapi tetep kalah min tolong ya yang drak sistem kasih server sendiri jadi bedain mana server yg bisa maen Ama server yang GK bisa maen tolong ya min pliss,2
"game nyaa baguss bngtt, skin nya banyak cuma harus beli pake dm, trs jaringan nya kadang ngelag, tapi gamenya ini seruu bngt pokonya",5
game nya sih bagus tapi tolong lh monton banyak player yang beban tolol gbisa main itu kalo di report plis lah kuranging kredit skor nya ini main capek² malah lostreak gara² tim gjls oke monton,5
saya mohon pihak moonton untuk perbaiki masalah jaringan karena terkadang suka lag gak jelas padahal saya menggunakan wifi,4
"sinyal tidak stabil, sering tiba-tiba lag saat war atau saat unggul. padahal sebelum ada musuh aman.",1
"aku mau ngasih saran,monton tolong lah kasih fitur bisa liat Hero apa yang di ban musuh, jadi kita GK ngeban Hero yang sama lagi, terus juga kurangi orang yang make cheat,kalo bisa sekalian di ban aja berapa tahun gitu. udah gitu aja",5
aku suka dengan permainan MLBB karena grafiknya sangat bagus dan banyak anime yang koleb sama MLBB aku kasih bintang 5 (:,5
Seruu Dan Banyak Event Yang Seru Dan Membuat Bisa Berkomunikasi Jarak Jauh Dari MLBB Terimakasih Moonton Game Ini Sangat Baik Itu Saja Yang Saya Omongkan Dan Saya Mengucapkan terima kasih Dari Saya,5
"knp gw kasih bintang 2 game di benerin dlu banyak bug jaringan ms nya 5 masa lag parah mau di bilang gara"" hp tapi pake iPhone 12, benerin dlu gamenya biar enak yang main",2
"suka ngeleg padahal pake wifi, terus juga harga skin nya jangan mahal-mahal dunk etdahh perbanyak skin gratis nya",4
gua lost trek gara-gara dapet tim ampas Mulu. suka ngetrolll makin kesini sinyal rusak masak setiap ketemu musuh gak bisa gerak terus jalan sendiri.lag parah pokok nya,1
untuk game sudah sangat bagus tapi terkadang jaringan saya baik2 saja malah lag gt aja lah males ngetik,5
nggak bikin menyenangkan bikin depresinya menambah kalau bikin game tuh yang menyenangkan gitu ini mah kalau orang habis pulang kerja kalau udah depresi bukannya nambah kesenangan tapi nambah depresinya,1
sebenarnya game mobile legend itu seru beneran pass pulang kerja udah mandi dan sarapan gitu kan bisa nyantai dulu sambil mainin gamenya tidak terasa terlelap dan ketiduran baguslah,4
