content,score,text_final
"ngasih tim nya ga ngotak jing, udahlah tim nya tolol giliran nge lag dikit di itung ""afk"" sama gw ngetik ""bisa main ga"" kena pelanggaran ini game pembuatnya gangguan jiwa apa gimana si anj nular nularin penyakit jiwa nya ke yg main bgsd, buat lu semua yang mau download gw ingetin lagi ini game nya nguji mental + bikin emosi buat saran mending download Honor of king aja daripada download ini game",1,ngasih tim ngotak jing udahlah tim tolol gilir nge lag dikit itung afk ngetik main kena langgar game buat ganggu jiwa gimana si anj nular nularin sakit jiwa main bgsd download ingetin game nguji mental bikin emosi saran mending download honor of king download game
saya sangat suka dengan game ini Karna bisa dimainin secara offline maupun online awalnya aku menghina game ini waktu belum download tapi saat udah download rasanya tidak mau hilang game ini jadi aku kasih rating 5 bintang,5,suka game dimainin offline online hina game download download hilang game kasih rating bintang
"game apa ini menang 3 kalah nya berkali kali lipat, ngeleg trs pdhl jaringan enak,gw yg di troll gw yg di report, ga adill sumpah, apalagi udh 400 match lebih belum naik glory",2,game menang kalah kali kali lipat ngeleg jaring enakgw troll report adill sumpah match glory
"game bikin emosi dibikin kalah mulu,maen solo gak pernah dikasih menang dapat musuhnya kuat terus.blegedes",1,game bikin emosi bikin kalah mulumaen solo gak kasih menang musuh kuat terusblegedes
"kenapa ml saya jadi sering nge stak padahal jaringan sama HP mendukung, pas intro lancar giliran pas udah diloby malah gak bisa disentuh sama skali padahal jaringan lancar tolong dong kasih tau penyebab nya..",5,ml nge stak jaring hp dukung pas intro lancar gilir pas diloby gak sentuh skali jaring lancar kasih tau sebab
"game nya bagus,cuman kalo ngasih even minimal aku juga dapat lah,coba ada event yang dapat diamond,pasti seru",5,game baguscuman ngasih even minimal lahcoba event diamondpasti seru
game yg mudah dimengerti juga memberikan pengalaman bermain menjadi lebih fokus dan juga banyak event event hadiah lear biasa yang bisa di dapatkan 👍,5,game mudah erti alam main fokus event event hadiah lear dapat
bagus menyenangkan tp terkadang terganggu dg sinyal yg tdk stabil... semoga kedepan lebih baik lagi,5,bagus senang terkadang ganggu dg sinyal tdk stabil moga depan
"game nya bagus cuman selalu dapat tim yang nyusahin, wifi lancar tapi lag.",4,game bagus cuman tim nyusahin wifi lancar lag
game nya lumayan asik dan juga bikin setres kenapa setiap main di kasih draksistem Mulu udah cape. monnton sering sering kasih even gratis ya.,5,game lumayan asik bikin tres main kasih draksistem mulu cape monnton kasih even gratis
"game ini sangat keren tapi sayang banyak drak sistem apa lagi docil² , tapi game ini asli seru banget.",5,game keren sayang drak sistem docil game asli seru banget
game ini lumayan seru dan ada banyak Hero gratisan tapi ini agak membuat emosi karena terlalu banyak dark system,4,game lumayan seru hero gratis emosi dark system
ini bagus tapi kadang suka bikin stres soalnya selalu ketemu tim yang kayak anj terus kalo main party selalu ketemu musuh yang jago,4,bagus kadang suka bikin stres ketemu tim kayak anj main party ketemu musuh jago
"gak adil mau kasih lawan walaupun bisa pilih laind tapi masih juga ngesalin pake mm dua atau yg lain"". dan ngasih temen gak jelas. law solo malah temen bocil mulu. gak liat apa akun yg main tahun berapa???????😂😝👎😁😁😁 pikir coba wkwkw gamenya sangat seru dan bagus sekali👍",3,gak adil kasih lawan pilih laind ngesalin pake mm ngasih temen gak law solo temen bocil mulu gak liat akun main pikir coba wkwkw gamenya seru bagus
"game bagus,tapi jaringan suka lag pdahal kuota masih bnyak,tolong lah yah,1 lgi KALO NGASIH TIM YG JELAS",5,game bagustapi jaring suka lag pdahal kuota bnyaktolong lgi ngasih tim
Musuhnya gak seimbang game rusak buat player solo susah dapat tim seimbang. dan tolong hapus fitur pemilihan lane bikin susah yang solo,1,musuh gak imbang game rusak player solo susah tim imbang hapus fitur pilih lane bikin susah solo
kasih bintang 4 dulu soalnya sinyal kurang bagus pas main nga tau knpa pdhl udh ku stel pake mode game masih aja patah2,4,kasih bintang sinyal bagus pas main nga tau knpa ku stel pake mode game patah
"ternyata se enak ini main nya, tolong harga skin di murahkan lagi.... terlalu mahal...,🤣🤣🤣",5,enak main harga skin murah mahal
"Game nya seru dari pada moba yg lain ini moba yg paling bagus,tapi kalo bisa Adain fitur pilih role nya satu aja jgn harus dua,susah kalo mau pus mmr nya",5,game seru moba moba bagustapi adain fitur pilih role jgn duasusah pus mmr
"sangat bagus, tapi pada saat ber main suka lag padahal sinyal nya baik² saja. itu aja sih, terimakasih",4,bagus ber main suka lag sinyal terimakasih
"dikasih tim beban Mulu sedangkan musuhnya jago jago gimana ini dikasih tim ga seimbang duh aduh, game gila emang jangan pernah main ni game soalnya ni game kaya babi dikasih musuh pada kompak lagi",1,kasih tim beban mulu musuh jago jago gimana kasih tim imbang duh aduh game gila emang main ni game ni game kaya babi kasih musuh kompak
"gua respect ama game lu tapi tolong kalo ngasih lawan tuh yang adil lah,gua baru download kemarin di kasih musuh nya ga ngotak, giliran pro player di kasih ws apalh",2,respect game ngasih lawan tuh adil lahgua download kemarin kasih musuh ngotak gilir pro player kasih ws apalh
game bagus.grafik bagus dan semuany memang bagus tapi kasih lawan yg setara dengan tim biar adil tolong y monton!,5,game bagusgrafik bagus semuany bagus kasih lawan tara tim biar adil monton
game penyiksa aku main selama lima jam ga pernah menang elu tau kan monton niat gua main mobale legends ini buat rileks in pikiran malah di tambah lagi mohon di permudah musuhnya monton,1,game siksa main jam menang elu tau monton niat main mobale legends rileks in pikir mohon mudah musuh monton
tiap main solo 99% ketemu team feeder sampe2 lost hingga 10x dan itu hampir di setiap sesion..lama2 bikin bosan karna game semakin kayak TAIIII...,1,main solo ketemu team feeder sampe lost x sesionlama bikin bosan game kayak taiiii
"game nya bagus tapi sering ada bug nya , contohnya hero² nya bisa ngilang",4,game bagus bug contoh hero ngilang
"sebelumnya mohon maaf untuk pihak moonton saya kasih ratting tiga karena saya saat main dapat tim poke setiap hari sampai gila saya sudah usahain dapat tim rank lanjutan sampai turun kebawah, dan masih banyak diluar sana yang mengalami hal seperti saya mohon kalo bisa saat matching harus sesuai rank",3,mohon maaf moonton kasih ratting main tim poke gila usahain tim rank lanjut turun bawah luar alami mohon matching sesuai rank
game yang sudah sangat bagus dan seru namun saat kita bermain di tier atas ada saat banyak dark sistem,3,game bagus seru main tier dark sistem
game moba yang bagus grafis nya mantap semua nya oke tapi ada ketidak nyamanan dari player karena toxic,5,game moba bagus grafis mantap oke tidak nyaman player toxic
klo game ok sih ok. tolong itu kemampuan sinyal d upgrade sinya ok jadi lag aja terusss hedehhhhh bikin kesel tau..,2,game mampu sinyal d upgrade sinya lag terusss hedehhhhh bikin kesel tau
"ini game memang selalu tim musuh lebih oke di banding tim sendiri ya,sekalian aja buat imo main sama warior",1,game tim musuh oke banding tim yasekalian imo main warior
udah pake wifi masih aja lag jaringannya ada bug pada jaringannya sepertinya sangat mengganggu permainan 👎,1,pake wifi lag jaring bug jaring ganggu main
Game ini sangat bagus aku suka dengan mobile legend dan aku kadang menang kadang kalah tapi jangan menyerah ayo terus bersama MLBB,5,game bagus suka mobile legend kadang menang kadang kalah serah ayo mlbb
gamenya sih seru tapi timnya kayak komputer capek gua ngepus terus gak naik naik coba lah kasih timnya yang bener dulu monton,3,gamenya seru tim kayak komputer capek ngepus gak coba kasih tim bener monton
sangat bagus untuk pemain yang suka ya partian dan solo.....dan cocok memenuhi waktu luang.....,5,bagus main suka partian solodan cocok penuh luang
"game ini sangat seru tapi sayang, aku tidak bisa kembali ke akun ku yang dulu, udah habis banyak lagi uang ku di akun itu aku harap bisa bermain di akun ku yang dulu🥹😭🥹😭🥹😭🥹😭🥹",5,game seru sayang akun ku habis uang ku akun harap main akun ku
"game ini seruu bangett cocok buat siapapu, saya sangat rekomendasi game iniii, ini game adalah game favorite akuuu OMGGG sangattt bagussss. makasiihhh udah buat game seseru ini, disini juga kita bisa ketemu dan main bareng sama orang baru, bisa kenal lebih banyak makhluk hidup🤭🤭",5,game seruu bangett cocok siapapu rekomendasi game iniii game game favorite akuuu omggg sangattt bagussss makasiihhh game seru ketemu main bareng orang kenal makhluk hidup
"bahaya banget sumpah matchmakingnya sekarang,, masa gw legend 1 bintang full dibikin lose streak sampe ilang semua bintangnya,, dikasih teamnya gak adil.. legend 5 legend 4 dikasih yang mabar sama epic.. ya ampun ... kacau.. gw emang gak jago2 banget.. tapi tolong lah.. yang adil kalau kasih lawan ataupun teamnya ..",1,bahaya banget sumpah matchmakingnya legend bintang full bikin lose streak sampe ilang bintang kasih teamnya gak adil legend legend kasih mabar epic ampun kacau emang gak jago banget adil kasih lawan teamnya
"deru banget, collaboration animenya bagus', dan gratisan skin untuk pemain yang kurang mampu tolong perbanyak ya",5,deru banget collaboration animenya bagus gratis skin main banyak
"ngotak dikit moonton, kasih tim tolol semua sedangkan musuh imo semua, tim gue mawi kocak, gue mles sebenarnya main mobile legends ya gini dh kasih tim yang dark sistem, bintang gue turun drastis, gimna moonton yg bner dong kasih tim, mending uninstall gamenya pensi dh, update yg bner dikit jangan itu""doang, dark sistem di biarkan bukan nya di musnahkan saja",1,ngotak dikit moonton kasih tim tolol musuh imo tim mawi kocak mles main mobile legends gin dh kasih tim dark sistem bintang turun drastis gimna moonton bner kasih tim mending uninstall gamenya pensi dh update bner dikit itudoang dark sistem biar musnah
"server apa gimana ya?pake wifi aja masih lag² perlu pake data sekalian, sinyal bagus tiba² drop",2,server gimana yapake wifi lag pake data sinyal bagus drop
game yang bagus tapi kurangin drak sistem kalo bisa kasih tutorialnya yang jelas biar ga meresahkan tim,5,game bagus rangin drak sistem kasih tutorial biar resah tim
"masalah pembayaran eror beli Diamond 3X ada ganggu teknis cuma 2X di kirim , kacau coba check riwayat akun gua beli berapa kali",1,bayar eror beli diamond x ganggu teknis x kirim kacau coba check riwayat akun beli kali
mending perbaiki match making sistem dulu gak sih daripada jualan skin.. karena matchmakingnya sampah. Dikasih lawan yang tidak seimbang dengan tim yang dimiliki.,1,mending baik match making sistem gak jual skin matchmakingnya sampah kasih lawan imbang tim milik
"Game udah bagus,Tapi hukuman bagi player troll sangat tidak ketat,Sudah saya report yang melakukan troll tapi kredit score cuma berkurang 2,Ayolah moonton setidaknya Kurangi sampai 12 atau berapa gitu atau tidak ban agar tidak bisa Maen rank selama beberapa Jam,Lama"" Pindah ke HOK dah",1,game bagustapi hukum player troll ketatsudah report troll kredit score kurang ayo moonton kurang gitu ban maen rank jamlama pindah hok dah
game nya sangat bagus cocok buat pelajar yang gabutt tapi ada kendala di jaringan suka sering nge lag,4,game bagus cocok ajar gabutt kendala jaring suka nge lag
seru bgt aku udh gm 2 makasih bgt untuk moonton aku kemarin hampir epic sekali lagi makasih untuk perkembangan nya untuk game mobile legends dadah,5,seru banget gm terima kasih banget moonton kemarin epic terima kasih kembang game mobile legends dadah
"udah penyimpanannya besar soal menang kalah di tentuin Ama monton kan lucu ,mobile legen lite ajh .tpi sayang belum rilis di indo",2,simpan menang kalah tentuin monton lucu mobile legen lite ajh sayang rilis indo
eh montoon benerin basic attack bened yang bug lah masa pas kena stun kadang kadang ngebug ga bisa di arahin benerin lah,1,eh montoon benerin basic attack bened bug pas kena stun kadang kadang ngebug arahin benerin
"untuk moonton yang terhormat, tolong untuk device redmi note 12 pro 5G di kasih frame rate ultra dong, biar bisa main di 120fps",5,moonton hormat device redmi note pro g kasih frame rate ultra biar main fps
"game berkelas, developer pintar gua maen tiap hari buat kalah doang, dikasih tim kaya ayam sayur giliran musuh jago jago. tolong ya game bagus, match nya tolong yg seimbang ya jangan tim kita dikasih orang hebat, cape gua ls dari rank sampe cl hari hari kayak gitu",1,game kelas developer pintar maen kalah kasih tim kaya ayam sayur gilir musuh jago jago game bagus match imbang tim kasih orang hebat cape ls rank sampe cl kayak gitu
kok di-update ke patch sekarang suka ngeleg aja sih tolong dong perbaiki lah padahal itu pake wifi loh mainnya,5,diupdate patch suka ngeleg baik pake wifi loh main
"akhir2 terlalu banyak bug dan lag, tolong d perbaiki, sinyal ijo tapi kadang2 gk bisa gerak",5,bug lag d baik sinyal ijo kadang gerak
"Gamenya seru, trus sekarang fiturnya juga makin keren dan bagus. Pokoknya update kali ini muasin bgtt",4,gamenya seru fiturnya keren bagus pokok update kali muasin bgtt
"makin gak beres aja nih game,jaringan full tapi ping selalu 300.mending main game sebelah banyak kejutan nya.",1,gak beres gamejaringan full ping mending main game belah kejut
sangat tidak bagus game nya sang pencipta ngasih tim yang gak adil sangat tidak bagus jangan mau download saya main dapet tim sampah semua gak ada yang bener,1,bagus game sang cipta ngasih tim gak adil bagus download main tim sampah gak bener
"oke, gamenya lebih baik, tapi lebih ditingkatkan sistem draftpick mythic nya, masa solo ketemu trio, mana ex imo 600+ lagi",4,oke gamenya tingkat sistem draftpick mythic solo ketemu trio ex imo
game busuk. d lobi ny koneksi bagus. jg ada speed mode ny nambah kekuatan koneksi. pas main malah koneksi merah game sulit koneksi,1,game busuk d lobi ny koneksi bagus speed mode ny nambah kuat koneksi pas main koneksi merah game sulit koneksi
game nya bagus tapi aga ngotak dikit lah masa gua lejen dikasih musuh honor dan di kasih tim nya drak sistem mulu dikasih nya epik tolong lah kasih nya yang seimbang jangan yang drak sistem mulu,1,game bagus aga ngotak dikit lejen kasih musuh honor kasih tim drak sistem mulu kasih epik kasih imbang drak sistem mulu
game mobile legends ini sangat bagus dan menarik dan seru untuk dimainkan saat waktu luang dan bisa bermain bersama teman-teman,5,game mobile legends bagus tarik seru main luang main temanteman
"setelah top up, mengikuti arahan bonus yang di promosikan lalu akun saya tidak bisa di buka kembali . saya kecewa moonton se buruk ini . lebih baik honnor of king",1,top up ikut arah bonus promosi akun buka kecewa moonton buruk honnor of king
masa di costem clasic lawan komputer semua. tim sy juga komputer semua. tapi di pause pause. game ini mulai gak jelas,1,costem clasic lawan komputer tim sy komputer pause pause game gak
game bagus tapi plsss kolep ama solo leveling kalo bisa bikin hero dua pedang dan bisa keluarin mahluk,5,game bagus plsss kolep solo leveling bikin hero pedang keluarin mahluk
"game rusak, musuh tidak imbang sama tim, sinyal ngelag Mulu padahal ping bagus, game stres",1,game rusak musuh imbang tim sinyal lag mulu ping bagus game stres
Game nya sangat menarik bisa bikin bosen hilang paling the best ningame maaf (saya player honor of Kings) Mobile legend itu keren kece banget,5,game tarik bikin bosen hilang the best ningame maaf player honor of kings mobile legend keren kece banget
"gajelas tim musuh jago beda banget sama tim sendiri mohon respon dan segera dperbaiki sistemnya gimana ini,saya losestreak",1,gajelas tim musuh jago beda banget tim mohon respon dperbaiki sistem gimana inisaya losestreak
"Jaringan nya ngelag dapat tim dark system', banyak bug, sama ada yang cheat lagi.",1,jaring lag tim dark system bug cheat
bagus sih gem nya cuman kalo mau hubungkan akun susah nya itu hadeeh sama kalo sinyal nya bisa ngebug gitu,3,bagus gem cuman hubung akun susah hadeeh sinyal ngebug gitu
"penuh tim sampah bot beban afk terus musuhnya pasti pro, kalau tetep ga seimbang nih game pantas di kasih rating 1 , apanya yang percuma di benerin tetep sampah",1,penuh tim sampah bot beban afk musuh pro tetep imbang game kasih rating apa benerin tetep sampah
pake nanya! game ini selalu mendampingi ku saat sedang gabut.. ini game terbaik yg pernah ada (walaupun ngedrak dikit),5,pake nanya game damping ku gabut game baik ngedrak dikit
game yg bagus walaupun server ny kadang sering gangguan tolong diperbaiki lagi untuk server ny,5,game bagus server ny kadang ganggu baik server ny
game ini sekarang jadi jelek dalam segi pengalaman bermain banyak player yang tidak di saring yang menyebabkan pengalaman buruk pemain tolong di perbaiki,5,game jelek segi alam main player saring sebab alam buruk main baik
game nya sangat seru dan bikin candu tapi aku juga kesel sama tim dark sistem tolong di perbaiki ya monoton👍👍,5,game seru bikin candu kesel tim dark sistem baik monoton
game ya bagus tapi banyak sekali drak sistem misal ya dia udah main lama banget tapi dia cuma bisa saru hero skil ya aja kaya apa ya udah gitu doang,4,game bagus drak sistem main banget saru hero skil kaya gitu
"terkadang ini game bikin setres si terus main solo,duo dan trio, dapet tim public nya ngawur, tolong lah kasih tim tu yang sama rank bukan yang rank nya glory ketemu timnya legend",5,terkadang game bikin tres si main soloduo trio tim public ngawur kasih tim tu rank rank glory ketemu tim legend
"games nya seru. tapi ad satu masalah selalu ketemu lawan yang engk seimbang masa rank legend.ketemu rank mythic ke atas . sampai kapan pun engk bakalan naik rank legend.atau pun epcik. udah top up banyak diamonds lagi , nyesel rasa nya top up diamonds",1,games seru ad ketemu lawan engk imbang rank legendketemu rank mythic engk rank legendatau epcik top up diamonds nyesel top up diamonds
padahal sinyal ijo.eh pas lagi war malahan bug parah baget.giliran gak war lancar lagi.tolong itu penyebabnya apa.,1,sinyal ijoeh pas war bug parah bagetgiliran gak war lancar lagitolong sebab
"mohon di perbaiki koneksinya admin,ini sinyal bagus dalam game tiba² menghubungkan kembali pas login ulang ngestak di loby,devic infinix hot 50a",3,mohon baik koneksi adminini sinyal bagus game hubung pas login ulang ngestak lobydevic infinix hot a
game semakin hari semakin parah sinyal yg selalu tiba2 terputus padahal wifi dan data pokoknya game ini buruk untuk masalah sinyal,1,game parah sinyal putus wifi data pokok game buruk sinyal
"fitur semakin bagus , grafis bagus , pengalaman bermain yang menyenangkan dan sangat menghibur",5,fitur bagus grafis bagus alam main senang hibur
"game nya bagus banget skinnya juga keren keren , tapi kadang game nya bikin stress soalnya naik turun mulu bintang nya",5,game bagus banget skinnya keren keren kadang game bikin stress turun mulu bintang
gemnya bagus' tapi tolong jaringan nya di perbaiki padahal udah pake wifi+kota masih aja ngeleg,4,gemnya bagus jaring baik pake wifikota ngeleg
Gem nya seru enak kalo di mainin kalo lagi waktu senggang tapi kadang juga maunya hilangin stres pake Gem ini bukanya stres tambah hilang malah nambah berkali lipat,5,gem seru enak mainin senggang kadang mau hilangin stres pake gem buka stres hilang nambah kali lipat
"t*ik lah, jaringan lancar tapi lag, cari match rank nya juga lama, PERBAIKI lagi masalah jaringannya",1,tik jaring lancar lag cari match rank baik jaring
bagus tapi tolong pertimbangkan lagi fitur pemilihan karna banyak pelecehan yang masih maksa dan jangan kasih saya detak sistem dan jangan apdet terus gak kuat hp ku.,5,bagus timbang fitur pilih leceh maksa kasih detak sistem apdet gak kuat hp ku
gila bener nih moonton jaringan wifi gwe padahal full tapi ping merahh nyampe 200 lag parahh biasannya ga gini loh. tolong developer diperbaiki lagi,4,gila bener moonton jaring wifi gwe full ping merahh nyampe lag parahh bias gin loh developer baik
knpa lagi ini sdah di update ga bisa login koneksi gagal tpi jaringan bagus udah 3 hari kek gitu trus,1,knpa sdah update login koneksi gagal jaring bagus kek gitu
"perform di dalam game sangat lancar tidak ada kendala sama sekali,, Tapi mau' juga jumpa drank system 😓😓",5,perform game lancar kendala jumpa drank system
"game favorit kuu , ini satu² ny game yang aku mainin , game nya seru (bangett) tapi ku kasih bintang 4 karna rank aku ga naik² , moonton kasi aku tim yang bagus dong , dan kasi aku naik ke mitikk , pliss lahhh",4,game favorit kuu ny game mainin game seru bangett ku kasih bintang rank moonton kasi tim bagus kasi mitikk pliss lahhh
aku suka geme tapi ada yg kurang dibagian skin honor miya gk ada yg berubah dari skilnya hanya modelnya yg berbeda..🙏🙏 tolong diperbaiki aku gk maksa🙏🙏🙏,4,suka geme bagi skin honor miya ubah skilnya model beda baik maksa
"gamenya bagus, tapi minusnya kenak team beban plus jaringan lancar jadi lag game apa ini coba",5,gamenya bagus minus nak team beban plus jaring lancar lag game coba
gamenya bagus tapi tolong jangan kasih tim musuh yang susah susah montoon 🙏🏾apalagi kalo ketemu tim darksistem tapi bagus kok i like,5,gamenya bagus kasih tim musuh susah susah montoon ketemu tim darksistem bagus i like
"gamenya keren, desain skin nya juga bagus, trs banyak event lagi tambah rame deh",5,gamenya keren desain skin bagus event rame
mantap game nya cuman agak kurang di sinyal aja sih suka ngelag tiba2 tolong diperbaiki lagi,5,mantap game cuman sinyal suka lag baik
"game nya bagus dan dapat dinikmati, tapi playernya yang membuat tidak mood memainkan game ini karena ada beberapa player yang sengaja feed",5,game bagus nikmat playernya mood main game player sengaja feed
"game nya seru tapi banyak anak Indonesia abis main ini bawaan nya toxic, di tambah sinyal kocar kacir kayak abis di samber petir, tolong benerin sinyal nya supaya ga ada lagi anak Indonesia yang toxic",3,game seru anak indonesia abis main bawa toxic sinyal kocar kacir kayak abis samber petir benerin sinyal anak indonesia toxic
keren bgt woie lahh kyk gmn ya jelasin nya?? pokoknya seru banget aku juga bisa dapat banyak temen online makasih mobile legends💐,5,keren banget woie lahh kyk jelasin pokok seru banget temen online terima kasih mobile legends
"untuk akurat game bagus lore cerita ny juga keren, tpi sayang banyak bgt hero yg perlu di revamp",4,akurat game bagus lore cerita ny keren sayang banget hero revamp
"lumayan yaps, meskipun playernua kebanyakan vevan + toxic, but etto tak ap, soalnua sy sigma jd sy bs berthan dngn game emnih, ditambah lgi game emni lmyn asix, jd sy sk lh y, ak ksih reting 8/10 🤭😛😛",4,lumayan yaps playernua banyak vevan toxic but etto ap soalnua sy sigma sy berthan dngn game emnih tambah lgi game emni lmyn asix sy sk lh ak ksih reting
"Gak berubah algoritma team nya , di mytic pun masih ada aja tim arogan, mau naik ke 50 star ae susah kli",1,gak ubah algoritma team mytic tim arogan star ae susah kli
gem nya bagus pokoknya aku suka banget gem nya tapih tolong di perbaiki baik gem nya tiba2 lelet pasmain pas aku liat jaringan nya bagus tapih di gem lelet tapih aku baik aku kasih aja bintang 5 aja dulu,5,gem bagus pokok suka banget gem tapih baik gem lelet pasmain pas liat jaring bagus tapih gem lelet tapih kasih bintang
game nya bgus cuma perbaiki lagi kalo reelog itu suka lama tiba tiba afk di game padahal reelog nya lama,5,game bgus baik reelog suka afk game reelog
kenapa akun mobile legend saya kena ban? perasaan saya tidak pernah melakukan cheat sama sekali tolong lah ini kenapa.dan sementara saya kasih bintang 1 sampai waktu bannya berakhir tolong fix bug ini MONTON saya sudah top up Rp1.000.000 loh masa di ban kalo sampai akun saya hilang saya laporin game buatan anda,1,akun mobile legend kena ban asa cheat kenapadan kasih bintang ban fix bug monton top up rp loh ban akun hilang laporin game buat
ini kok makin bug ya? masa waktu aku rank tiba-tiba jaringan buruk banget padahal jaringanku lancar lancar saja.,2,bug rank tibatiba jaring buruk banget jaring lancar lancar
"bagus si, cuman kenapa ya? perasaan wifi saya aman² aja kok, kenapa selalu nge lag?, tapi ini rekomen banget sii, ohiyaa kalau bisa tambah jungler lagii yang cewe, yang imupp biar makin mood main hhee...",4,bagus si cuman asa wifi aman nge lag rekomen banget sii ohiyaa jungler lagi cewe imupp biar mood main hhee
gamenya bagus banyak skin yang bikin ga bosen tapi harga skin mahal banget 😭 jaringan juga suka ga stabil 🔥,4,gamenya bagus skin bikin bosen harga skin mahal banget jaring suka stabil
game nya menarik.Event nya seru!!!jarang ada bug.aku suka...kalian harus download..aku gak bohong lohhh.....,5,game menarikevent serujarang bugaku sukakalian downloadaku gak bohong lohhh
"Matching ga imbang, sekali ketemu tim bagus, bagus banget, ketemu sampah sampah banget, ga guna banget sistem sampahnha",1,matching imbang ketemu tim bagus bagus banget ketemu sampah sampah banget banget sistem sampahnha
"sistem draft pick temen selalu ga adil,selalu dapat tim ampas tapi musuh pro smua perbaiki sistem draft nya montonnnnn!!!",1,sistem draft pick temen adilselalu tim ampas musuh pro smua baik sistem draft montonnnnn
Game nya seru plizz tapi minus nya kalo main jaringan suka lag padahal tanda jaringan nya hijau,4,game seru plizz minus main jaring suka lag tanda jaring hijau
tolong dong benerin ni bug nya lagi main malah gerak sendiri padahal jaringan lancar HP oke tapi napa gerak sndri ya ngeganggu banget tolong dong moonton benerin lagi,1,benerin ni bug main gerak jaring lancar hp oke napa gerak sndri ngeganggu banget moonton benerin
bagus sih event nya banyak diskon dan sekarang match lumayan adil sih dan jaringan masih bisa dikon disikan dah gitu aj,5,bagus event diskon match lumayan adil jaring dikon disikan dah gitu
"game gajelas, ngasih tim ga waras semua pada nge trol. menang sekali kalah nya berkali-kali, ga adil banget!!!",1,game gajelas ngasih tim waras nge trol menang kalah berkalikali adil banget
"Game nya bagus, cuma kesel aja knp dpt tim nya selalu pada ga bisa main, emang ga bisa gtu di 1 tim in sama yang bisa main? musuh nya jago semua, tolong lah moonton di perbaiki lagi, bikin orang setres",1,game bagus kesel knp tim main emang gtu tim in main musuh jago moonton baik bikin orang tres
Eh benerin dong setiap aku masuk loading nya jadi item jadi gk bisa main lagi klo di benerin di hp ku aku nanti aku hapus klo dah bener ku kasih bintang 5 lagi,1,eh benerin masuk loading item main benerin hp ku hapus dah bener ku kasih bintang
"udh update ratusan kali matcing ny gk pernah di fikirin, males bngt klo solo rank dpt tim player gak jelas, harusnya di seimbangkan lah lv player lama & player ecek ecek, jngn di jadiin 1 matc, lingkungan permainan yg adil darimana tinggal butuh 1 bintang doang buat naik rank, malah kasih team bot, mamlah abis bintang ny, payaaah",1,update ratus kali matcing ny fikirin males banget solo rank tim player gak imbang lv player player ecek ecek jngn jadiin matc lingkung main adil darimana tinggal butuh bintang rank kasih team bot mam abis bintang ny payaaah
sangat seru game ya Tapi ada sedikit kekurangan tim Kadang kadang Aneh bermain tetapi tetap Seru untuk dimainkan 👍😁🤓⚡😋,5,seru game kurang tim kadang kadang aneh main seru main
"kenapa punya saya belum update saya masih Layla orang orang udah zetian,pas saya mau update di play store ga ada tulisan update nya? ko bisa gitu?",5,update layla orang orang zetianpas update play store tulis update ko gitu
game yang GK cocok untuk di mainkan anak kecil karena player-player di game ini banyak mengandung kata-kata yang tidak pantas dan juga kasar bahkan sistem report pun tidak berfungsi kepada player-player tersebut,1,game cocok main anak playerplayer game kandung katakata kasar sistem report fungsi playerplayer
kasih tim ny gajelas sistem buat match making buat player solo lama lag parah kenapa gw kasih bintang 5 karena buat muncul paling atassss,5,kasih tim ny gajelas sistem match making player solo lag parah kasih bintang muncul atassss
sejauh ini game bagus wlaupun ada beberapa bug yg meresahkan dan yg pling mnjadi masalah itu player nya yg suka melakukan troll,4,game bagus wlaupun bug resah pling mnjadi player suka troll
"game seru tapi dikit"" credit score jam 11-12 malam an main rank tapi jam 01.48 udah gak bisa main rank alesan credit score rendah",3,game seru dikit credit score jam malam an main rank jam gak main rank alesan credit score rendah
game nya bagus grafik bagus tapi sayang skin gratiss yang falenten cloudw kaga kluar lagi tolong di keluarin lagi ya saya mohon,5,game bagus grafik bagus sayang skin gratiss falenten cloudw keluarin mohon
game kocag kalo pake wifi harus donwload data kalo pake kuota gak donwload data padahal gua udah ful data sejak awal game rusak,1,game kocag pake wifi donwload data pake kuota gak donwload data ful data game rusak
fitur pemilihan role tidak berguna sangat di sayang kan game sebagus ini harus di ruksak sama drak sistem rusak2 kalau bisa tambahin fitur lainnya di replay,1,fitur pilih role guna sayang game bagus ruksak drak sistem rusak tambahin fitur replay
"Coba fanny jangan di nerf terus dong, jadi boros, saya sebagai user fanny hanya bisa ngeki 1 orang saja untuk energi penuh, abis dapet kil 1 terus energi habis, jadi menurut saya itu boros sekali. tapi game ini seru sih ga pernah bosen",4,coba fanny nerf boros user fanny ngeki orang energi penuh abis kil energi habis boros game seru bosen
Smakin kesini semakin bobrok ping tiba tiba naik tidak mau turun sama sekali games rusak busuk..,1,smakin kesini bobrok ping turun games rusak busuk
"game nya bagus,,tapi pemain solo jangan di pasangin sama bot apalagi di dalam pertandingan melawan rank yang diatas kita",5,game bagustapi main solo pasangin bot tanding lawan rank atas
setiap main kenapa saya dapat tim yang tidak bisa main dan selalu saja lag padahal wifinya bagus,1,main tim main lag wifinya bagus
